sbd,Toán,Văn,Lí,Hóa,Sinh,Ngoại ngữ,Sử,Địa,GDCD
1021234,4.6,8.25,3.25,6.5,4.75,4.4,,,
1021235,8.0,8.0,7.75,4.0,7.5,,,,
1021236,7.6,8.25,6.75,7.5,5.75,8.4,,,
1021237,8.6,8.0,,,,,6.5,7.0,8.0
1021238,8.4,6.0,8.5,9.0,7.5,8.8,,,
1021239,8.8,8.0,7.0,8.5,8.0,9.0,,,
1021240,9.0,7.0,8.5,7.25,7.0,5.4,,,
1021241,8.0,7.5,3.75,5.75,7.25,7.2,,,
1021242,7.4,6.75,5.0,7.0,5.5,9.0,,,
1021243,7.8,7.0,5.0,3.75,5.0,6.2,,,
1021244,8.6,8.25,8.25,7.25,7.5,9.4,,,
1021245,8.4,6.75,7.75,5.5,7.5,8.2,,,
1021246,8.0,8.25,8.0,5.25,6.5,9.4,,,
1021247,7.4,4.75,6.25,6.0,8.5,8.8,,,
1021248,7.8,7.25,7.5,7.25,7.0,8.8,,,
1021249,8.6,7.0,7.5,4.75,6.75,9.6,,,
1021250,8.2,7.75,7.0,5.5,7.25,9.2,,,
1021251,9.0,6.25,8.0,7.75,6.5,9.0,,,
1021252,7.8,8.75,8.0,7.0,7.5,8.8,,,
1021253,7.6,6.25,3.25,4.75,6.0,5.6,,,
1021254,5.6,7.75,,,,,7.25,6.5,8.5
1021255,7.2,7.5,,,,9.8,6.25,6.25,7.75
1021256,8.2,8.75,,,,9.4,7.5,7.25,8.75
1021257,7.0,7.75,,,,,7.5,7.0,8.5
1021258,7.8,8.75,6.25,8.25,9.0,9.2,,,
1021259,8.2,8.0,6.25,9.25,7.75,,,,
1021260,6.2,7.75,,,,,7.25,6.0,9.5
1021261,6.8,9.0,,,,,7.5,6.5,9.25
1021262,7.8,8.25,,,,,5.25,6.0,7.5
1021263,8.8,8.25,9.0,6.5,5.25,9.2,,,
1021264,8.8,8.25,7.25,5.5,6.75,9.6,,,
1021265,8.0,8.25,,,,,6.75,6.0,9.75
1021266,7.0,8.5,6.25,6.75,7.0,5.2,,,
1021267,7.4,5.25,6.25,6.25,5.75,4.4,,,
1021268,7.8,7.5,4.25,6.25,6.0,9.4,,,
1021269,8.8,8.0,7.5,6.5,6.5,8.6,,,
1021270,8.2,5.5,8.0,8.0,7.75,8.8,,,
1021271,7.2,5.25,7.75,6.0,8.0,10.0,,,
1021272,8.8,6.75,8.75,9.0,7.0,9.6,,,
1021273,8.8,7.5,3.5,5.25,6.5,,,,
1021274,7.8,6.75,5.0,7.75,9.0,8.6,,,
1021275,9.0,8.75,9.0,8.5,7.25,9.8,,,
1021276,7.0,7.0,2.75,4.0,4.5,5.2,,,
1021277,7.0,5.5,7.75,6.5,6.0,9.2,,,
1021278,6.2,6.0,4.75,5.75,6.75,8.4,,,
1021279,8.2,6.5,8.25,7.5,8.25,9.2,,,
1021280,8.4,6.5,2.75,8.5,8.0,,,,
1021281,6.0,8.0,6.25,3.0,4.25,4.4,,,
1021282,8.0,6.75,8.5,6.0,5.75,9.4,,,
1021283,8.0,5.5,4.25,6.25,7.0,9.2,,,
1021284,6.4,7.25,4.5,7.75,6.5,7.0,,,
1021285,8.0,6.5,5.5,6.5,6.0,8.2,,,
1021286,8.4,6.75,5.5,4.0,5.75,8.6,,,
1021287,7.6,7.25,7.75,6.0,5.5,8.8,,,
1021288,7.8,3.25,7.0,5.75,7.25,7.0,,,
1021289,8.2,7.5,8.75,8.25,8.0,9.2,,,
1021290,8.0,5.5,7.25,7.0,7.0,9.2,,,
1021291,7.6,7.0,6.25,4.75,5.75,7.2,,,
1021292,8.0,5.75,7.5,6.5,8.25,,,,
1021293,8.0,7.0,7.25,5.75,6.75,9.4,,,
1021294,8.4,7.5,7.25,7.5,8.5,9.2,,,
1021295,7.6,7.75,6.5,7.0,6.5,,,,
1021296,5.8,6.75,,,,9.2,6.75,6.0,9.25
1021297,8.0,7.25,6.75,4.0,5.25,7.8,,,
1021298,8.0,7.5,6.0,7.5,6.5,8.4,,,
1021299,9.0,8.25,8.25,5.5,5.5,9.4,,,
1021300,7.8,6.5,7.0,8.0,5.25,8.0,,,
1021301,8.2,8.25,8.75,7.25,7.5,9.4,,,
1021302,8.0,7.25,6.0,5.5,7.0,8.0,,,
1021303,7.8,7.25,8.5,5.5,5.25,8.6,,,
1021304,8.2,7.5,9.25,8.5,5.0,6.8,,,
1021305,7.6,5.75,6.75,5.25,7.25,9.4,,,
1021306,8.4,6.25,6.25,8.25,9.25,7.2,,,
1021307,7.0,6.0,4.25,4.25,7.25,8.6,,,
1021308,8.0,7.25,7.25,6.75,6.0,8.6,,,
1021309,8.2,5.75,7.75,7.75,5.75,8.4,,,
1021310,7.4,3.75,5.5,7.75,5.25,,,,
1021311,8.8,7.5,8.25,8.25,6.5,8.0,,,
1021312,7.8,6.75,5.25,6.25,5.75,9.6,,,
1021313,7.8,7.5,7.75,7.0,5.5,8.8,,,
1021314,7.8,4.75,5.5,7.25,8.5,8.6,,,
1021315,8.2,7.5,8.25,7.5,6.75,9.0,,,
1021316,8.4,8.0,8.5,8.0,7.75,8.4,,,
1021317,8.6,8.75,6.75,7.0,7.75,9.2,,,
1021318,7.4,8.5,6.75,7.25,5.25,8.8,,,
1021319,7.4,5.5,8.0,5.25,8.0,,,,
1021320,8.2,7.0,7.0,5.25,6.0,9.0,,,
1021321,8.4,7.25,8.5,6.75,6.5,9.0,,,
1021322,8.2,8.25,8.75,6.75,7.25,9.6,,,
1021323,8.2,7.0,,,,9.2,6.0,6.0,9.0
1021324,7.8,7.0,3.75,7.0,3.75,8.4,,,
1021325,7.6,7.0,7.5,7.5,6.25,8.2,,,
1021326,7.8,8.5,8.25,6.5,7.25,9.4,,,
1021327,6.8,7.75,7.75,8.75,6.75,9.4,,,
1021328,7.8,6.25,6.75,7.75,7.25,9.4,,,
1021329,8.2,5.25,6.0,6.0,5.5,7.2,,,
1021330,7.8,7.25,7.75,7.0,7.25,9.4,,,
1021331,9.2,6.25,8.0,6.0,5.5,9.2,,,
1021332,7.6,5.75,6.5,4.75,6.25,7.8,,,
1021333,6.8,5.0,7.5,6.25,7.0,5.0,,,
1021334,8.4,8.25,8.0,6.25,6.5,9.0,,,
1021335,8.6,7.75,8.25,6.25,8.5,9.2,,,
1021336,7.8,7.0,8.5,5.75,6.5,9.0,,,
1021337,8.4,6.5,7.0,8.0,4.75,7.2,,,
1021338,7.4,6.75,7.75,5.25,5.25,8.8,,,
1021339,6.8,7.5,5.25,3.75,6.25,7.0,,,
1021340,8.2,6.25,8.75,5.0,4.75,8.8,,,
1021341,7.8,6.0,7.5,2.25,5.5,9.0,,,
1021342,7.0,6.5,5.5,4.75,6.5,8.2,,,
1021343,8.2,5.5,6.75,6.75,7.75,9.2,,,
1021344,8.2,7.75,8.5,7.25,5.75,8.6,,,
1021345,8.0,5.5,5.75,5.25,4.75,9.0,,,
1021346,8.2,5.25,6.5,7.25,5.0,5.8,,,
1021347,7.6,7.75,6.75,7.0,8.75,6.2,,,
1021348,8.4,6.75,9.0,10.0,8.75,9.4,,,
1021349,7.4,7.25,5.25,5.5,7.0,8.6,,,
1021350,8.2,7.5,6.75,6.5,7.0,8.8,,,
1021351,7.2,5.75,,,,9.2,6.5,6.0,7.5
1021352,8.2,8.5,5.5,8.5,8.75,10.0,,,
1021353,8.4,7.75,8.0,8.25,6.5,9.4,,,
1021354,,,,,,,,,
1021355,7.0,3.25,4.5,3.0,4.0,7.8,,,
1021356,7.4,5.75,7.0,5.25,7.0,7.6,,,
1021357,6.6,8.75,7.25,8.25,7.75,8.4,,,
1021358,7.6,7.5,8.75,6.75,4.75,9.2,,,
1021359,7.8,7.25,8.5,8.25,8.75,9.4,,,
1021360,7.8,7.75,5.0,4.0,6.0,6.2,,,
1021361,8.2,9.0,5.5,4.0,5.0,5.0,,,
1021362,7.6,9.0,7.5,5.0,6.25,8.6,,,
1021363,8.8,7.25,8.5,6.0,6.0,9.4,,,
1021364,8.4,9.0,6.75,7.0,6.75,8.2,,,
1021365,8.2,8.5,8.75,8.0,7.25,9.2,,,
1021366,8.0,8.0,8.0,8.0,7.0,7.8,,,
1021367,7.8,7.5,8.5,6.0,7.5,8.6,,,
1021368,8.4,8.0,5.25,7.0,8.75,7.4,,,
1021369,8.4,7.5,7.5,7.0,7.0,9.2,,,
1021370,7.4,8.25,5.25,6.75,7.5,9.0,,,
1021371,7.4,7.0,8.5,3.5,6.5,8.0,,,
1021372,6.2,5.25,4.75,8.0,7.5,8.4,,,
1021373,8.6,7.0,7.0,8.0,8.5,6.6,,,
1021374,9.2,7.25,7.75,8.5,7.5,9.4,,,
1021375,7.0,6.0,8.5,4.75,7.0,8.8,,,
1021376,8.6,7.5,8.75,6.0,6.0,7.6,,,
1021377,8.8,6.0,8.75,6.25,8.0,9.2,,,
1021378,7.4,5.5,7.0,5.5,5.25,9.4,,,
1021379,7.8,6.25,7.75,5.0,4.5,8.0,,,
1021380,8.4,7.5,7.75,4.5,5.0,9.6,,,
1021381,7.2,7.75,7.25,3.75,6.25,9.4,,,
1021382,6.6,8.0,4.5,5.0,7.0,8.2,,,
1021383,7.2,7.0,7.75,5.0,4.75,8.6,,,
1021384,8.0,7.5,6.5,5.75,6.5,9.2,,,
1021385,8.4,8.5,6.5,4.25,6.75,7.8,,,
1021386,8.6,8.25,9.25,7.75,7.5,9.2,,,
1021387,9.0,7.25,8.75,6.75,7.75,9.8,,,
1021388,8.2,7.0,7.5,5.0,6.25,9.0,,,
1021389,8.8,7.25,6.75,4.75,6.75,8.4,,,
1021390,7.4,7.5,8.25,5.5,6.5,9.0,,,
1021391,7.2,6.5,3.5,9.0,4.25,9.0,,,
1021392,7.6,7.5,7.5,5.0,6.0,8.0,,,
1021393,8.4,5.75,8.5,2.75,6.75,9.6,,,
1021394,7.6,4.5,7.5,3.5,5.0,6.6,,,
1021395,8.4,7.5,7.5,6.0,7.25,8.6,,,
1021396,5.8,7.5,4.0,4.5,5.75,8.6,,,
1021397,9.0,7.0,8.0,7.5,8.0,10.0,,,
1021398,8.6,7.75,8.5,5.75,7.25,8.4,,,
1021399,8.4,6.0,8.0,7.5,6.0,7.2,,,
1021400,9.2,7.75,6.75,6.25,7.75,9.8,,,
1021401,8.4,5.0,7.5,5.25,5.5,9.6,,,
1021402,7.8,7.25,5.5,7.0,6.75,8.2,,,
1021403,7.4,7.5,6.5,6.0,7.0,9.4,,,
1021404,7.2,8.0,5.0,7.25,5.25,8.0,,,
1021405,7.8,6.5,8.25,7.5,6.0,5.6,,,
1021406,7.6,6.75,4.0,8.25,9.25,6.2,,,
1021407,8.4,7.75,6.25,8.5,9.25,8.0,,,
1021408,7.6,8.75,6.25,4.75,6.75,7.4,,,
1021409,9.0,7.75,8.25,5.0,6.75,8.6,,,
1021410,8.0,7.75,7.0,8.0,9.25,9.4,,,
1021411,8.6,8.5,9.0,7.5,7.25,8.8,,,
1021412,7.8,7.5,,,,9.2,7.25,5.5,6.75
1021413,8.2,7.75,9.25,4.5,4.5,7.2,,,
1021414,8.8,8.5,8.5,7.25,7.75,8.4,,,
1021415,8.6,8.5,8.0,7.5,7.25,9.2,,,
1021416,8.0,8.75,8.5,6.5,6.75,8.8,,,
1021417,8.4,4.75,7.75,4.25,5.0,9.4,,,
1021418,8.0,6.5,6.75,8.0,5.0,8.2,,,
1021419,8.4,7.25,8.25,3.25,5.25,,,,
1021420,7.0,7.75,4.25,6.0,6.0,6.8,,,
1021421,8.8,6.75,9.5,4.25,4.5,8.2,,,
1021422,8.2,7.25,5.75,5.5,6.75,8.2,,,
1021423,8.4,5.5,6.25,9.0,5.5,9.2,,,
1021424,8.0,6.25,7.5,5.0,6.0,9.0,,,
1021425,8.8,7.25,9.0,5.25,7.0,9.2,,,
1021426,8.4,6.75,8.75,8.75,7.5,9.4,,,
1021427,7.4,6.75,4.0,4.25,5.0,9.2,,,
1021428,7.6,5.25,4.75,8.5,4.75,7.2,,,
1021429,8.4,7.25,3.5,7.25,4.75,8.8,,,
1021430,7.8,6.75,4.5,7.25,6.25,8.8,,,
1021431,7.0,8.25,,,,9.0,7.0,8.0,9.5
1021432,8.4,7.25,7.5,8.75,6.5,6.0,,,
1021433,8.0,8.5,8.25,6.75,6.5,8.8,,,
1021434,8.2,8.75,7.0,9.0,7.75,8.8,,,
1021435,8.6,8.25,8.75,6.0,7.75,9.4,,,
1021436,9.2,8.75,7.75,7.75,9.0,9.2,,,
1021437,7.2,7.0,8.25,5.0,5.5,8.8,,,
1021438,7.4,7.25,,,,8.0,4.5,6.25,9.5
1021439,8.2,7.5,8.25,4.75,8.0,7.6,,,
1021440,7.8,8.0,,,,9.8,7.0,6.75,8.25
1021441,6.4,4.5,7.75,6.25,7.5,7.2,,,
1021442,8.6,7.75,7.25,9.0,8.5,9.4,,,
1021443,8.6,7.25,5.75,7.0,8.5,8.2,,,
1021444,8.8,8.0,8.0,7.0,6.75,9.0,,,
1021445,7.4,7.5,,,,10.0,6.25,5.75,9.5
1021446,8.6,7.25,7.75,7.25,6.75,8.6,,,
1021447,8.0,7.5,5.25,7.25,8.25,7.6,,,
1021448,7.0,6.25,3.75,4.5,5.5,8.2,,,
1021449,7.8,8.5,,,,9.2,8.25,6.0,9.25
1021450,7.6,7.75,,,,8.8,8.5,7.75,10.0
1021451,7.0,8.25,,,,6.8,3.5,5.0,5.75
1021452,7.6,7.0,6.0,5.75,6.75,9.8,,,
1021453,8.2,8.0,,,,9.2,5.5,7.25,8.0
1021454,7.4,8.0,6.75,5.0,5.75,9.2,,,
1021455,7.6,6.75,,,,9.4,8.25,8.75,10.0
1021456,6.2,6.75,,,,6.0,4.0,4.75,8.5
1021457,8.4,8.25,8.0,7.25,8.75,8.0,,,
1021458,8.2,8.75,,,,8.8,8.0,6.75,10.0
1021459,8.0,8.5,8.5,8.75,8.25,9.4,,,
1021460,8.0,9.0,,,,8.6,8.25,7.0,8.5
1021461,7.2,9.0,,,,8.0,6.0,6.75,8.0
1021462,7.8,8.0,,,,7.8,7.0,5.25,7.25
1021463,7.6,8.75,,,,7.6,6.75,4.5,7.25
1021464,8.4,8.75,,,,9.4,4.75,6.75,7.25
1021465,8.2,9.25,,,,9.4,7.75,6.75,9.5
1021466,7.4,8.5,,,,7.6,6.0,7.0,8.25
1021467,8.0,8.0,,,,10.0,8.5,7.0,9.5
1021468,7.4,8.5,,,,9.2,7.0,6.0,9.25
1021469,7.0,8.25,,,,9.4,5.75,6.0,9.5
1021470,8.2,7.0,7.5,6.5,8.5,9.4,,,
1021471,4.8,6.0,,,,4.8,3.25,4.0,7.75
1021472,8.2,7.0,7.25,7.75,7.0,9.2,,,
1021473,8.0,8.25,,,,9.6,8.75,7.0,9.0
1021474,8.4,7.25,8.0,6.0,7.25,8.8,,,
1021475,7.6,6.25,5.75,3.0,5.25,8.6,,,
1021476,7.4,6.25,6.5,6.75,5.25,7.8,,,
1021477,8.0,7.25,7.75,6.25,6.25,9.0,,,
1021478,8.8,7.5,8.5,6.5,8.5,6.8,,,
1021479,8.6,7.0,7.0,5.5,7.75,9.6,,,
1021480,5.6,5.5,,,,3.4,3.5,5.25,7.75
1021481,7.6,7.0,7.75,5.75,6.5,9.6,,,
1021482,7.4,6.25,6.5,2.75,4.5,5.4,,,
1021483,8.4,7.5,8.5,7.25,8.0,9.6,,,
1021484,7.8,8.75,,,,8.4,7.0,7.0,8.75
1021485,7.4,8.5,,,,8.4,6.0,5.25,8.75
1021486,7.4,7.75,7.25,5.5,6.5,9.2,,,
1021487,7.4,8.0,7.0,9.25,6.0,8.8,,,
1021488,8.0,8.5,7.75,6.75,6.25,8.2,,,
1021489,8.6,7.25,8.0,6.5,5.25,8.6,,,
1021490,7.6,6.25,6.0,4.5,5.25,8.4,,,
1021491,8.0,7.0,3.5,8.75,8.5,9.6,,,
1021492,7.0,7.25,,,,8.4,6.5,4.5,8.5
1021493,5.8,8.25,,,,7.4,9.0,7.0,9.5
1021494,8.4,9.0,,,,9.0,7.75,7.0,10.0
1021495,8.2,8.75,,,,9.4,5.0,6.5,9.5
1021496,5.8,8.5,,,,5.6,4.75,6.25,9.25
1021497,8.6,9.0,,,,9.0,8.75,7.5,9.75
1021498,,,,,,,,,
1021499,8.4,8.0,8.25,7.25,5.5,8.6,,,
1021500,7.2,8.5,,,,9.2,7.75,7.25,8.75
1021501,7.6,8.75,,,,7.2,8.75,7.75,9.75
1021502,7.8,8.25,,,,7.0,6.75,5.5,9.25
1021503,8.6,6.25,7.5,4.5,6.5,9.0,,,
1021504,9.0,4.25,8.25,7.5,7.25,8.8,,,
1021505,9.2,8.5,8.25,7.75,6.25,10.0,,,
1021506,7.0,7.5,,,,9.0,5.0,6.5,9.0
1021507,8.0,6.25,3.75,6.5,7.25,9.4,,,
1021508,7.8,8.25,,,,9.0,8.0,8.0,9.5
1021509,7.2,8.75,,,,9.0,8.0,7.25,9.0
1021510,8.6,8.75,,,,9.4,8.25,6.5,9.5
1021511,7.8,8.75,,,,6.8,5.75,5.5,8.0
1021512,7.6,8.0,7.25,6.5,5.0,8.0,,,
1021513,8.0,7.5,,,,9.2,8.75,7.75,9.5
1021514,7.6,7.5,,,,9.2,6.5,6.75,8.25
1021515,7.8,8.0,,,,9.2,8.5,7.75,10.0
1021516,7.4,9.0,,,,8.8,5.25,5.0,8.5
1021517,7.0,8.5,,,,8.0,7.0,5.25,8.5
1021518,4.2,7.75,,,,7.2,4.0,6.0,6.25
1021519,7.0,7.0,8.0,7.0,5.75,7.8,,,
1021520,8.4,8.75,,,,9.8,8.0,7.5,10.0
1021521,8.8,8.0,7.5,5.25,6.0,9.0,,,
1021522,6.2,7.75,,,,8.6,7.5,6.5,9.0
1021523,9.0,8.75,,,,9.6,7.75,7.75,10.0
1021524,8.2,8.75,,,,9.8,9.0,7.0,9.75
1021525,8.4,8.0,7.25,1.5,4.5,7.8,,,
1021526,8.2,5.75,7.5,5.5,8.0,9.2,,,
1021527,5.4,5.5,,,,3.2,5.5,5.75,5.75
1021528,8.2,8.5,,,,7.4,6.75,6.25,9.25
1021529,8.0,7.5,,,,7.4,5.25,5.25,9.0
1021530,7.2,6.0,6.0,5.25,5.25,7.2,,,
1021531,7.8,8.5,,,,6.6,8.75,7.75,9.75
1021532,8.6,6.75,7.5,8.75,8.75,8.2,,,
1021533,6.6,8.25,,,,8.4,5.0,6.75,9.0
1021534,8.4,7.25,4.75,7.25,7.5,7.4,,,
1021535,8.4,5.0,7.25,8.25,5.75,8.0,,,
1021536,8.4,6.25,8.5,7.75,8.25,9.4,,,
1021537,7.6,6.5,,,,8.4,7.0,8.25,8.75
1021538,8.4,6.75,,,,8.2,5.75,6.25,8.5
1021539,7.0,7.0,3.5,8.25,7.25,6.8,,,
1021540,6.4,6.75,6.0,6.5,5.25,7.0,,,
1021541,7.8,7.25,8.75,6.75,7.25,8.8,,,
1021542,8.8,8.0,7.75,7.5,7.0,9.4,,,
1021543,6.8,7.75,,,,8.2,6.0,6.75,8.25
1021544,8.6,8.0,8.75,6.5,7.75,9.4,,,
1021545,7.4,6.5,,,,9.6,8.75,8.25,9.25
1021546,6.2,7.25,,,,6.2,6.5,5.5,8.0
1021547,7.2,7.0,,,,8.6,5.75,6.5,8.0
1021548,7.8,7.25,5.75,6.0,7.25,9.2,,,
1021549,8.0,7.75,,,,8.4,7.0,8.0,9.75
1021550,5.4,7.75,,,,3.2,5.25,5.25,9.5
1021551,6.6,8.0,,,,8.4,6.5,6.25,7.25
1021552,7.6,8.5,,,,8.2,5.5,5.25,8.0
1021553,7.6,8.0,,,,8.6,7.5,6.5,9.25
1021554,6.8,7.25,,,,4.8,5.0,4.5,7.75
1021555,8.4,7.5,,,,9.4,7.0,6.75,9.75
1021556,7.4,7.25,,,,,6.25,6.5,8.0
1021557,6.4,8.5,,,,,5.5,7.25,9.5
1021558,8.4,8.0,,,,,8.5,7.25,9.75
1021559,8.8,6.75,8.0,7.75,7.25,,,,
1021560,8.0,8.0,7.5,9.5,8.25,,,,
1021561,7.6,8.5,,,,,8.75,8.25,9.75
1021562,7.2,7.75,7.75,6.75,6.75,,,,
1021563,8.0,5.5,,,,8.8,6.75,7.5,8.5
1021564,8.0,7.0,,,,,6.5,5.75,9.75
1021565,7.2,6.0,5.75,4.0,6.5,,,,
1021566,8.4,6.0,9.0,6.5,8.75,,,,
1021567,6.0,7.75,,,,,7.25,7.0,8.5
1021568,7.6,7.75,,,,,7.75,8.25,9.25
1021569,8.0,8.5,,,,,8.5,7.0,9.25
1021570,8.2,8.25,,,,,7.0,7.75,8.75
1021571,7.8,6.75,7.5,7.5,7.5,,,,
1021572,8.8,7.0,8.5,4.25,7.25,,,,
1021573,8.2,8.75,6.5,8.0,8.0,,,,
1021574,8.0,6.75,7.25,5.25,5.25,,,,
1021575,7.8,7.0,,,,,6.5,6.25,8.5
1021576,7.4,6.75,,,,,7.75,7.0,9.75
1021577,7.6,7.0,,,,,8.25,7.25,9.5
1021578,7.8,6.25,,,,,4.0,5.0,6.25
1021579,7.4,8.25,,,,,7.25,7.0,10.0
1021580,7.4,8.0,,,,,8.25,6.25,8.5
1021581,7.2,9.0,,,,10.0,8.0,6.5,10.0
1021582,8.8,6.5,6.25,6.5,8.25,,,,
1021583,5.6,8.25,,,,7.8,6.0,5.5,8.5
1021584,8.0,9.0,,,,,7.5,8.5,8.75
1021585,8.2,9.0,,,,,8.75,7.25,8.75
1021586,8.4,9.0,7.25,10.0,9.75,,,,
1021587,8.8,8.5,,,,,7.25,6.5,10.0
1021588,8.8,6.75,5.25,9.75,9.75,,,,
1021589,6.4,9.0,,,,,6.5,6.5,8.75
1021590,8.2,8.0,6.0,8.25,8.75,,,,
1021591,5.4,8.25,,,,,4.75,5.5,7.75
1021592,8.0,7.5,,,,,8.5,7.0,9.25
1021593,7.4,8.5,,,,,8.0,5.75,10.0
1021594,7.6,8.0,,,,,6.25,7.0,9.25
1021595,7.0,7.5,6.75,7.5,6.0,,,,
1021596,7.8,6.25,,,,,7.75,7.0,9.75
1021597,7.2,6.75,7.25,3.0,6.5,,,,
1021598,7.6,7.25,8.25,8.0,7.75,,,,
1021599,7.6,8.75,,,,,8.0,6.75,9.5
1021600,7.4,5.75,,,,,7.75,6.25,9.25
1021601,7.6,6.75,6.75,7.5,7.75,,,,
1021602,6.2,7.25,,,,,6.5,5.5,8.0
1021603,8.6,7.25,8.5,8.5,6.25,,,,
1021604,7.4,7.0,,,,,7.5,7.5,9.5
1021605,8.4,7.25,7.25,6.75,8.0,,,,
1021606,8.6,7.5,,,,,8.0,6.0,7.25
1021607,7.2,6.5,,,,,7.25,7.25,9.0
1021608,7.4,8.5,,,,9.4,7.0,6.0,8.5
1021609,6.2,6.25,,,,,7.0,6.5,8.0
1021610,8.2,7.5,,,,,6.5,7.0,8.75
1021611,7.6,7.25,,,,,5.75,6.25,7.0
1021612,6.4,6.5,,,,,4.25,6.5,7.25
1021613,7.4,8.0,,,,,8.25,8.75,9.0
1021614,7.4,7.25,4.25,7.0,8.25,,,,
1021615,7.4,6.25,,,,,9.25,6.75,9.25
1021616,8.2,6.5,,,,,7.75,9.0,9.25
1021617,8.8,7.0,9.25,8.5,8.25,,,,
1021618,7.6,7.5,3.5,7.75,7.75,,,,
1021619,7.2,7.25,,,,,7.5,6.5,10.0
1021620,5.4,8.0,,,,,5.5,7.5,8.0
1021621,8.0,6.75,,,,7.2,7.5,3.5,8.5
1021622,8.0,6.75,7.5,8.75,9.25,,,,
1021623,7.0,7.25,,,,,6.5,6.0,7.75
1021624,,,,,,,,,
1021625,7.4,8.25,6.25,5.25,7.25,4.6,,,
1021626,7.4,8.5,,,,,8.5,7.25,9.5
1021627,8.0,8.5,8.25,7.0,8.25,9.0,,,
1021628,7.8,6.5,8.25,7.5,8.75,9.4,,,
1021629,7.2,8.5,,,,8.6,3.75,4.5,8.75
1021630,8.6,6.0,9.0,5.0,6.75,8.6,,,
1021631,5.6,5.75,4.5,4.75,6.5,6.2,,,
1021632,7.4,7.25,,,,,7.0,5.75,9.0
1021633,8.0,6.25,7.75,7.25,7.0,6.6,,,
1021634,7.0,8.0,,,,,7.25,6.0,8.0
1021635,8.4,6.75,8.25,7.75,7.0,9.0,,,
1021636,7.8,7.5,4.0,7.75,8.75,,,,
1021637,8.6,6.0,6.25,6.0,5.5,8.2,,,
1021638,7.8,6.5,6.5,4.25,5.5,8.8,,,
1021639,7.6,7.0,8.25,5.0,5.75,8.8,,,
1021640,8.4,7.25,5.0,9.5,9.5,,,,
1021641,8.2,6.0,8.25,8.75,7.0,9.2,,,
1021642,8.4,7.0,6.75,7.75,6.75,6.8,,,
1021643,8.4,6.5,7.5,5.25,5.75,9.2,,,
1021644,8.4,8.25,8.5,8.5,9.25,9.6,,,
1021645,8.4,7.75,5.75,8.75,8.75,7.8,,,
1021646,8.4,6.75,8.5,7.25,7.25,8.2,,,
1021647,7.8,6.0,6.5,4.0,4.25,8.6,,,
1021648,7.8,7.0,6.5,7.75,6.75,8.8,,,
1021649,7.8,6.75,8.5,8.5,8.0,,,,
1021650,8.2,8.0,7.5,6.75,7.25,,,,
1021651,8.0,8.25,5.25,6.5,5.25,7.6,,,
1021652,8.0,8.0,7.25,5.75,6.25,7.8,,,
1021653,7.6,5.5,6.5,8.0,7.75,9.6,,,
1021654,8.6,6.5,7.0,8.75,6.0,6.0,,,
1021655,8.4,8.25,5.0,5.5,6.0,8.6,,,
1021656,8.2,6.5,7.75,6.0,5.75,9.2,,,
1021657,7.2,7.75,7.0,4.75,5.0,6.4,,,
1021658,9.2,8.0,8.5,5.0,7.75,8.6,,,
1021659,7.8,6.75,,,,,7.25,6.5,7.5
1021660,8.4,4.75,9.0,7.75,5.75,5.4,,,
1021661,7.8,7.75,5.5,6.25,7.25,8.2,,,
1021662,6.6,5.25,,,,,5.5,5.25,6.5
1021663,7.8,5.5,6.25,6.25,5.5,3.0,,,
1021664,7.6,6.75,,,,,9.75,8.75,9.5
1021665,9.4,7.5,8.5,8.0,8.25,9.6,,,
1021666,8.0,6.0,7.5,6.0,6.5,9.2,,,
1021667,8.4,8.0,5.75,8.0,8.5,8.4,,,
1021668,8.4,6.5,7.75,9.0,7.75,8.4,,,
1021669,8.2,9.0,,,,,7.75,7.75,8.75
1021670,7.0,8.0,5.0,5.5,4.75,6.0,,,
1021671,8.6,8.5,5.75,8.0,8.5,,,,
1021672,8.6,6.5,8.0,6.0,5.0,7.8,,,
1021673,7.4,7.0,6.5,7.0,7.75,7.4,,,
1021674,7.4,6.75,7.0,7.25,6.5,6.2,,,
1021675,7.8,8.5,6.5,6.75,8.5,9.6,,,
1021676,8.8,7.5,8.0,9.25,5.5,8.6,,,
1021677,,,,,,,,,
1021678,7.2,7.0,6.0,6.5,6.5,9.2,,,
1021679,7.0,7.25,4.75,4.5,5.75,8.4,,,
1021680,7.2,8.5,5.25,4.75,6.5,8.8,,,
1021681,5.8,6.75,7.25,5.75,4.5,4.2,,,
1021682,8.0,8.0,6.25,8.0,6.5,8.0,,,
1021683,8.6,7.5,9.75,7.25,7.75,9.4,,,
1021684,8.2,7.5,,,,8.8,6.0,6.25,9.25
1021685,6.6,6.5,5.75,3.75,6.25,6.6,,,
1021686,7.2,7.5,7.5,5.5,7.25,9.2,,,
1021687,8.2,7.5,3.75,8.0,7.5,9.2,,,
1021688,8.0,8.0,7.0,6.5,5.25,8.2,,,
1021689,8.6,6.0,6.75,5.25,7.75,8.6,,,
1021690,8.0,7.5,7.5,7.0,6.25,9.0,,,
1021691,7.8,6.0,8.0,5.0,8.25,9.2,,,
1021692,8.2,7.0,6.75,5.25,8.0,8.0,,,
1021693,7.8,4.0,5.5,4.25,6.75,5.8,,,
1021694,8.6,7.75,7.75,6.0,6.25,9.4,,,
